"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 19 06:19:57 GMT 2023","Wed Apr 19 06:19:58 GMT 2023","1219","","Tests.TestRegistration","","Tests.TestRegistration","registerTest","TC01 Registration test","A new user accept Terms&Conditions and register on the site."
"failed","Wed Apr 19 06:19:59 GMT 2023","Wed Apr 19 06:20:00 GMT 2023","1175","","Tests.TestTermsAndConditions","","Tests.TestTermsAndConditions","registrationWithRejectedTermsAndConditionsTest","TC13 Registration after Rejected Terms & Conditions test","Visitor open the website for the first time, reject the Terms&Conditions, so visitor cannot register on the website."
"failed","Wed Apr 19 06:19:50 GMT 2023","Wed Apr 19 06:19:52 GMT 2023","2278","","Tests.TestNewDataInput","","Tests.TestNewDataInput","sendMessageTest","TC11 Sending message via Contact form test","User send a message via contact form."
"passed","Wed Apr 19 06:20:17 GMT 2023","Wed Apr 19 06:20:20 GMT 2023","2833","","Tests.TestDownloadData","","Tests.TestDownloadData","savePictureTest","TC07 Save picture test","Save a picture from the Image test post."
"passed","Wed Apr 19 06:20:00 GMT 2023","Wed Apr 19 06:20:01 GMT 2023","733","","Tests.TestTermsAndConditions","","Tests.TestTermsAndConditions","isDisplayedTermsAndConditionsTest","TC12 Terms & Conditions appearance test","Visitor open the website for the first time and Terms&Conditions is displayed on the screen."
"passed","Wed Apr 19 06:19:52 GMT 2023","Wed Apr 19 06:19:54 GMT 2023","1557","","Tests.TestListingData","","Tests.TestListingData","getTagsFromBlondeSiteTest","TC10 Get tags from BlondeSite test","We compare tags from BlondeSite with txt file."
"passed","Wed Apr 19 06:19:54 GMT 2023","Wed Apr 19 06:19:55 GMT 2023","1527","","Tests.TestListingData","","Tests.TestListingData","getAgesFromTableTest","TC09 Get ages from table test","We compare ages from table with test data."
"passed","Wed Apr 19 06:20:01 GMT 2023","Wed Apr 19 06:20:13 GMT 2023","12263","","Tests.TestDataInputFromSource","","Tests.TestDataInputFromSource","sequentialRegistrationUsingDataFromJSONFile","TC04 Sequential Registration Using Data From JSON File Test","Sequential registration using data from JSON file."
"passed","Wed Apr 19 06:20:15 GMT 2023","Wed Apr 19 06:20:17 GMT 2023","1742","","Tests.TestDataModification","","Tests.TestDataModification","modificationProfileTest","TC05 Modify profile data test","User modify profile data on Profile subpage."
"passed","Wed Apr 19 06:19:35 GMT 2023","Wed Apr 19 06:19:48 GMT 2023","13597","","Tests.TestLoginLogout","","Tests.TestLoginLogout","loginTest","TC02 Login with master username & password after acceptance of the Terms&Conditions test","User accept Terms&Conditions and log in with registered username and password."
"passed","Wed Apr 19 06:20:13 GMT 2023","Wed Apr 19 06:20:15 GMT 2023","2150","","Tests.TestDeleteData","","Tests.TestDeleteData","deleteProfileTest","TC06 Delete account test","User delete account on Profile subpage."
"passed","Wed Apr 19 06:19:48 GMT 2023","Wed Apr 19 06:19:50 GMT 2023","1406","","Tests.TestLoginLogout","","Tests.TestLoginLogout","logoutTest","TC03 Accepting Terms&Conditions, login and logout test","User accept Terms&Conditions, log in with registered username/password and log out from the site."
"passed","Wed Apr 19 06:19:58 GMT 2023","Wed Apr 19 06:19:59 GMT 2023","1346","","Tests.TestPostsOnBlondeSite","","Tests.TestPostsOnBlondeSite","countPostTitlesTest","TC14 Counting post titles test","We count the posts on the Blonde site."
"passed","Wed Apr 19 06:19:55 GMT 2023","Wed Apr 19 06:19:56 GMT 2023","1347","","Tests.TestListingData","","Tests.TestListingData","getNamesFromTableTest","TC08 Get names from table test","We compare names from table with txt file."
